index,hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
53321,City Hotel,1,9,2016,June,25,17,1,2,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,129.0,0,1,Canceled,12-06-16
53322,City Hotel,0,290,2016,June,25,17,1,2,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3.0,,108,Transient-Party,72.0,0,1,Check-Out,20-06-16
53323,City Hotel,0,290,2016,June,25,17,1,2,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3.0,,108,Transient-Party,72.0,0,1,Check-Out,20-06-16
53324,City Hotel,1,290,2016,June,25,17,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3.0,,108,Transient-Party,72.0,0,0,Canceled,15-06-16
53325,City Hotel,0,290,2016,June,25,17,1,2,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3.0,,108,Transient-Party,72.0,0,1,Check-Out,20-06-16
53326,City Hotel,1,106,2016,June,25,17,1,2,3,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,159.3,0,0,Canceled,20-03-16
53327,City Hotel,1,71,2016,June,25,17,2,2,2,1.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3.0,,0,Transient-Party,93.08,0,1,Canceled,11-05-16
53328,City Hotel,1,45,2016,June,25,17,2,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,B,B,0,No Deposit,,,0,Transient-Party,119.22,0,1,Canceled,04-05-16
53329,City Hotel,1,123,2016,June,25,17,2,2,2,1.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,135.15,0,2,Canceled,16-02-16
53330,City Hotel,1,71,2016,June,25,17,2,2,3,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3.0,,0,Transient-Party,105.4,0,1,Canceled,11-05-16
53331,City Hotel,1,15,2016,June,25,17,2,2,3,0.0,0,BB,IND,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,177.0,0,0,Canceled,12-06-16
53332,City Hotel,1,71,2016,June,25,17,2,2,2,1.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3.0,,0,Transient-Party,93.08,0,1,Canceled,11-05-16
53333,City Hotel,1,71,2016,June,25,17,2,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3.0,,0,Transient-Party,80.75,0,1,Canceled,11-05-16
53334,City Hotel,1,45,2016,June,25,17,2,2,0,2.0,0,BB,PRT,Direct,Direct,0,0,0,B,B,0,No Deposit,,,0,Transient-Party,6.0,0,1,Canceled,04-05-16
53335,City Hotel,1,26,2016,June,25,17,2,4,3,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,9.0,,0,Transient,161.6,0,0,Canceled,10-06-16
53336,City Hotel,1,161,2016,June,25,17,2,5,2,0.0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,95.69,0,2,Canceled,12-01-16
53337,City Hotel,1,38,2016,June,25,17,2,5,1,0.0,0,BB,RUS,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,126.77,0,1,Canceled,06-06-16
53338,City Hotel,1,60,2016,June,25,17,2,5,1,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient,96.17,0,1,No-Show,17-06-16
53339,City Hotel,1,91,2016,June,25,18,1,1,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,116.1,0,0,Canceled,28-05-16
53340,City Hotel,1,91,2016,June,25,18,1,1,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,116.1,0,0,Canceled,28-05-16
53341,City Hotel,1,156,2016,June,25,18,1,1,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,96.0,0,0,Canceled,24-05-16
53342,City Hotel,1,156,2016,June,25,18,1,1,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,96.0,0,0,Canceled,24-05-16
53343,City Hotel,1,156,2016,June,25,18,1,1,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,96.0,0,0,Canceled,24-05-16
53344,City Hotel,1,91,2016,June,25,18,1,1,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,116.1,0,0,Canceled,28-05-16
53345,City Hotel,1,44,2016,June,25,18,1,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,6.0,,0,Transient,96.3,0,0,Canceled,05-05-16
53346,City Hotel,1,156,2016,June,25,18,1,1,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,96.0,0,0,Canceled,24-05-16
53347,City Hotel,1,156,2016,June,25,18,1,1,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,96.0,0,0,Canceled,24-05-16
53348,City Hotel,1,156,2016,June,25,18,1,1,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,96.0,0,0,Canceled,24-05-16
53349,City Hotel,1,156,2016,June,25,18,1,1,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,96.0,0,0,Canceled,24-05-16
53350,City Hotel,1,156,2016,June,25,18,1,1,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,96.0,0,0,Canceled,24-05-16
53351,City Hotel,0,168,2016,June,25,18,1,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,116.55,0,2,Check-Out,20-06-16
53352,City Hotel,1,91,2016,June,25,18,1,1,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,116.1,0,0,Canceled,28-05-16
53353,City Hotel,1,58,2016,June,25,18,1,1,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,116.1,0,0,Canceled,22-05-16
53354,City Hotel,1,156,2016,June,25,18,1,1,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,96.0,0,0,Canceled,24-05-16
53355,City Hotel,1,44,2016,June,25,18,1,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,6.0,,0,Transient,96.3,0,0,Canceled,05-05-16
53356,City Hotel,1,156,2016,June,25,18,1,1,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,96.0,0,0,Canceled,24-05-16
53357,City Hotel,1,45,2016,June,25,18,1,1,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,,0,Transient,109.49,0,0,Canceled,06-05-16
53358,City Hotel,1,68,2016,June,25,18,2,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,92.83,0,0,Canceled,14-05-16
53359,City Hotel,1,23,2016,June,25,18,2,1,2,1.0,0,BB,NOR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,149.0,0,0,Canceled,05-06-16
53360,City Hotel,1,68,2016,June,25,18,2,1,1,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,89.53,0,0,Canceled,14-05-16
53361,City Hotel,1,68,2016,June,25,18,2,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,92.83,0,0,Canceled,14-05-16
53362,City Hotel,1,29,2016,June,25,18,2,2,1,0.0,0,BB,NOR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,130.8,0,0,Canceled,20-05-16
53363,City Hotel,1,61,2016,June,25,18,2,2,3,0.0,0,BB,CHN,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,9.0,,0,Transient,134.53,0,0,Canceled,29-05-16
53364,City Hotel,1,53,2016,June,25,18,2,4,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,8.0,,0,Transient,122.4,0,1,No-Show,18-06-16
53365,City Hotel,1,25,2016,June,25,18,2,4,2,0.0,0,BB,IRN,Direct,Direct,0,0,0,D,D,0,No Deposit,14.0,,0,Transient,142.0,0,0,No-Show,18-06-16
53366,City Hotel,1,7,2016,June,25,18,2,3,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,156.0,0,0,Canceled,12-06-16
53367,City Hotel,1,36,2016,June,26,19,2,0,3,0.0,0,BB,FIN,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9.0,,0,Transient,145.8,0,0,Canceled,12-06-16
53368,City Hotel,1,91,2016,June,26,19,2,1,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,135.9,0,0,Canceled,16-04-16
53369,City Hotel,1,34,2016,June,26,19,2,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,52.0,,0,Transient,81.0,0,0,Canceled,27-05-16
53370,City Hotel,1,38,2016,June,26,19,2,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,52.0,,0,Transient,81.0,0,0,Canceled,27-05-16
53371,City Hotel,1,34,2016,June,26,19,2,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,52.0,,0,Transient,81.0,0,0,Canceled,27-05-16
53372,City Hotel,1,30,2016,June,26,19,2,1,1,0.0,0,BB,NOR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,122.4,0,0,Canceled,20-05-16
53373,City Hotel,1,34,2016,June,26,19,2,1,2,0.0,0,SC,AUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,98.1,0,0,Canceled,19-05-16
53374,City Hotel,1,34,2016,June,26,19,2,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,52.0,,0,Transient,81.0,0,0,Canceled,27-05-16
53375,City Hotel,1,34,2016,June,26,19,2,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,122.4,0,0,Canceled,18-05-16
53376,City Hotel,1,38,2016,June,26,19,2,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,52.0,,0,Transient,81.0,0,0,Canceled,27-05-16
53377,City Hotel,1,38,2016,June,26,19,2,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,52.0,,0,Transient,81.0,0,0,Canceled,27-05-16
53378,City Hotel,1,34,2016,June,26,19,2,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,122.4,0,0,Canceled,18-05-16
53379,City Hotel,1,38,2016,June,26,19,2,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,52.0,,0,Transient,81.0,0,0,Canceled,27-05-16
53380,City Hotel,0,173,2016,June,26,19,2,2,2,0.0,0,BB,AUT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,73.37,0,1,Check-Out,23-06-16
53381,City Hotel,1,44,2016,June,26,19,2,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,108.45,0,0,Canceled,06-06-16
53382,City Hotel,0,173,2016,June,26,19,2,2,2,0.0,0,BB,AUT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,73.37,0,1,Check-Out,23-06-16
53383,City Hotel,0,166,2016,June,26,19,2,2,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,100.3,0,1,Check-Out,23-06-16
53384,City Hotel,1,62,2016,June,26,19,2,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient,106.65,0,0,Canceled,08-06-16
53385,City Hotel,0,166,2016,June,26,19,2,2,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,100.3,0,1,Check-Out,23-06-16
53386,City Hotel,1,64,2016,June,26,19,2,2,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,116.1,0,0,Canceled,08-06-16
53387,City Hotel,1,27,2016,June,26,19,2,3,2,0.0,0,BB,ARE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,137.76,0,0,Canceled,15-06-16
53388,City Hotel,1,152,2016,June,26,19,2,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient,108.12,0,0,Canceled,21-03-16
53389,City Hotel,1,131,2016,June,26,19,2,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,22.0,,0,Transient-Party,80.75,0,0,Canceled,10-05-16
53390,City Hotel,1,131,2016,June,26,19,2,3,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,115.94,0,0,Canceled,09-02-16
53391,City Hotel,1,49,2016,June,26,19,2,3,3,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,137.7,0,0,Canceled,07-05-16
53392,City Hotel,1,131,2016,June,26,19,2,3,1,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,115.94,0,0,Canceled,09-02-16
53393,City Hotel,1,54,2016,June,26,20,1,0,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,,0,Transient,99.9,0,0,Canceled,13-06-16
53394,City Hotel,1,82,2016,June,26,20,1,1,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,126.9,0,0,Canceled,14-06-16
53395,City Hotel,1,31,2016,June,26,20,1,1,2,0.0,0,BB,KOR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,107.1,0,0,Canceled,17-06-16
53396,City Hotel,1,65,2016,June,26,20,1,1,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,126.9,0,0,Canceled,19-04-16
53397,City Hotel,1,11,2016,June,26,20,1,1,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,156.0,0,1,Canceled,14-06-16
53398,City Hotel,1,62,2016,June,26,20,1,1,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,99.9,0,0,Canceled,30-04-16
53399,City Hotel,1,14,2016,June,26,20,1,1,3,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,177.0,0,0,Canceled,17-06-16
53400,City Hotel,1,31,2016,June,26,20,1,1,2,0.0,0,BB,KOR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,107.1,0,0,Canceled,17-06-16
53401,City Hotel,1,93,2016,June,26,20,1,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,,0,Transient,121.5,0,1,No-Show,20-06-16
53402,City Hotel,1,31,2016,June,26,20,1,1,2,0.0,0,BB,KOR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,107.1,0,0,Canceled,17-06-16
53403,City Hotel,1,31,2016,June,26,20,1,1,2,0.0,0,BB,KOR,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Transient,162.35,0,0,Canceled,16-06-16
53404,City Hotel,1,193,2016,June,26,20,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,162.0,,39,Transient,120.0,0,0,Canceled,18-01-16
53405,City Hotel,1,193,2016,June,26,20,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,162.0,,39,Transient,120.0,0,0,Canceled,18-01-16
53406,City Hotel,1,193,2016,June,26,20,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,162.0,,39,Transient,120.0,0,0,Canceled,18-01-16
53407,City Hotel,1,193,2016,June,26,20,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,162.0,,39,Transient,120.0,0,0,Canceled,18-01-16
53408,City Hotel,1,193,2016,June,26,20,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,162.0,,39,Transient,120.0,0,0,Canceled,18-01-16
53409,City Hotel,1,193,2016,June,26,20,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,162.0,,39,Transient,120.0,0,0,Canceled,18-01-16
53410,City Hotel,1,193,2016,June,26,20,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,162.0,,39,Transient,120.0,0,0,Canceled,18-01-16
53411,City Hotel,1,193,2016,June,26,20,1,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,162.0,,39,Transient,100.0,0,0,Canceled,18-01-16
53412,City Hotel,1,193,2016,June,26,20,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,162.0,,39,Transient,120.0,0,0,Canceled,18-01-16
53413,City Hotel,1,193,2016,June,26,20,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,162.0,,39,Transient,120.0,0,0,Canceled,18-01-16
53414,City Hotel,1,193,2016,June,26,20,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,162.0,,39,Transient,120.0,0,0,Canceled,18-01-16
53415,City Hotel,1,193,2016,June,26,20,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,162.0,,39,Transient,120.0,0,0,Canceled,18-01-16
53416,City Hotel,1,153,2016,June,26,20,1,2,2,0.0,0,BB,CN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,113.1,0,0,Canceled,19-01-16
53417,City Hotel,1,193,2016,June,26,20,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,162.0,,39,Transient,120.0,0,0,Canceled,18-01-16
53418,City Hotel,1,193,2016,June,26,20,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,162.0,,39,Transient,120.0,0,0,Canceled,18-01-16
53419,City Hotel,1,128,2016,June,26,20,1,2,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,120.0,0,0,Canceled,23-02-16
53420,City Hotel,1,193,2016,June,26,20,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,162.0,,39,Transient,120.0,0,0,Canceled,18-01-16
53421,City Hotel,1,193,2016,June,26,20,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,162.0,,39,Transient,120.0,0,0,Canceled,18-01-16
53422,City Hotel,1,193,2016,June,26,20,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,162.0,,39,Transient,120.0,0,0,Canceled,18-01-16
53423,City Hotel,1,193,2016,June,26,20,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,162.0,,39,Transient,120.0,0,0,Canceled,18-01-16
53424,City Hotel,1,193,2016,June,26,20,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,162.0,,39,Transient,120.0,0,0,Canceled,18-01-16
53425,City Hotel,1,193,2016,June,26,20,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,162.0,,39,Transient,120.0,0,0,Canceled,18-01-16
53426,City Hotel,1,193,2016,June,26,20,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,162.0,,39,Transient,120.0,0,0,Canceled,18-01-16
53427,City Hotel,1,193,2016,June,26,20,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,162.0,,39,Transient,120.0,0,0,Canceled,18-01-16
53428,City Hotel,1,193,2016,June,26,20,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,162.0,,39,Transient,120.0,0,0,Canceled,18-01-16
53429,City Hotel,1,193,2016,June,26,20,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,162.0,,39,Transient,120.0,0,0,Canceled,18-01-16
53430,City Hotel,1,56,2016,June,26,20,1,2,1,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,94.5,0,0,Canceled,25-04-16
53431,City Hotel,1,193,2016,June,26,20,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,162.0,,39,Transient,120.0,0,0,Canceled,18-01-16
53432,City Hotel,1,193,2016,June,26,20,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,162.0,,39,Transient,120.0,0,0,Canceled,18-01-16
53433,City Hotel,1,193,2016,June,26,20,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,162.0,,39,Transient,120.0,0,0,Canceled,18-01-16
53434,City Hotel,1,58,2016,June,26,20,1,2,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,113.4,0,0,Canceled,13-06-16
53435,City Hotel,1,193,2016,June,26,20,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,162.0,,39,Transient,120.0,0,0,Canceled,18-01-16
53436,City Hotel,1,193,2016,June,26,20,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,162.0,,39,Transient,120.0,0,0,Canceled,18-01-16
53437,City Hotel,1,193,2016,June,26,20,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,162.0,,39,Transient,120.0,0,0,Canceled,18-01-16
53438,City Hotel,1,193,2016,June,26,20,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,162.0,,39,Transient,120.0,0,0,Canceled,18-01-16
53439,City Hotel,1,193,2016,June,26,20,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,162.0,,39,Transient,120.0,0,0,Canceled,18-01-16
53440,City Hotel,1,193,2016,June,26,20,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,162.0,,39,Transient,120.0,0,0,Canceled,18-01-16
53441,City Hotel,1,85,2016,June,26,20,1,2,2,0.0,0,BB,TUN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,126.9,0,0,Canceled,29-03-16
53442,City Hotel,1,107,2016,June,26,20,1,2,2,0.0,0,HB,DEU,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,9.0,,0,Transient,174.6,0,0,Canceled,23-04-16
53443,City Hotel,1,193,2016,June,26,20,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,162.0,,39,Transient,120.0,0,0,Canceled,18-01-16
53444,City Hotel,1,193,2016,June,26,20,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,162.0,,39,Transient,120.0,0,0,Canceled,18-01-16
53445,City Hotel,1,45,2016,June,26,20,1,2,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,101.7,0,1,Canceled,20-06-16
53446,City Hotel,1,193,2016,June,26,20,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,162.0,,39,Transient,120.0,0,0,Canceled,18-01-16
53447,City Hotel,1,193,2016,June,26,20,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,162.0,,39,Transient,120.0,0,0,Canceled,18-01-16
53448,City Hotel,1,118,2016,June,26,20,1,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,109.86,0,0,Canceled,16-03-16
53449,City Hotel,1,0,2016,June,26,20,1,3,1,0.0,0,BB,PRT,Aviation,Corporate,0,0,0,A,A,0,No Deposit,,153.0,0,Transient,95.0,0,0,No-Show,20-06-16
53450,City Hotel,1,56,2016,June,26,20,1,3,1,0.0,0,SC,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,80.19,0,0,Canceled,25-04-16
53451,City Hotel,1,38,2016,June,26,20,1,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,83.0,,0,Transient,88.8,0,0,Canceled,13-05-16
53452,City Hotel,1,57,2016,June,26,20,1,3,1,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,99.9,0,0,Canceled,25-05-16
53453,City Hotel,1,5,2016,June,26,20,1,3,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,143.5,0,1,Canceled,20-06-16
53454,City Hotel,1,56,2016,June,26,20,1,3,1,2.0,0,BB,CHN,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Transient,154.71,0,0,Canceled,25-04-16
53455,City Hotel,1,57,2016,June,26,20,1,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,94.5,0,0,Canceled,25-05-16
